CODE CLIENT;MEDIA;JOUR;HORAIRE;REDUCTION
332861;MAIL;Mercredi;Après-midi;5%
556982;MAIL;Mercredi;Midi;10%
429270;MAIL;Mercredi;Après-midi;Aucune
562218;MAIL;Mercredi;Après-midi;5%
645532;MAIL;Mercredi;Après-midi;5%
343468;MAIL;Mercredi;Matin;Aucune
651827;MAIL;Mercredi;Matin;5%
608355;MAIL;Mercredi;Matin;Aucune
627645;MAIL;Mercredi;Matin;10euros
607041;MAIL;Samedi;Après-midi;10euros
438624;MAIL;Samedi;Après-midi;Aucune
615086;MAIL;Samedi;Après-midi;10%
483252;MAIL;Mercredi;Matin;Aucune
650622;MAIL;Samedi;Après-midi;5%
438759;MAIL;Samedi;Après-midi;5%
385559;MAIL;Samedi;Après-midi;Aucune
549634;MAIL;Mercredi;Midi;Aucune
482346;MAIL;Samedi;Après-midi;Aucune
537218;MAIL;Samedi;Après-midi;Aucune
414435;MAIL;Mercredi;Matin;Aucune
568196;MAIL;Samedi;Après-midi;10%
544444;MAIL;Samedi;Après-midi;5%
68713;MAIL;Mercredi;Après-midi;5%
436282;MAIL;Mercredi;Midi;Aucune
572755;MAIL;Mercredi;Midi;Aucune
440236;MAIL;Samedi;Après-midi;10%
610343;MAIL;Samedi;Après-midi;Aucune
16516;MAIL;Samedi;Après-midi;Aucune
347972;MAIL;Samedi;Après-midi;5%
576656;MAIL;Samedi;Après-midi;Aucune
600867;MAIL;Mercredi;Après-midi;5%
306587;MAIL;Mercredi;Après-midi;5%
456443;MAIL;Mercredi;Après-midi;Aucune
443762;MAIL;Samedi;Après-midi;5%
487256;MAIL;Samedi;Après-midi;5%
603910;MAIL;Mercredi;Midi;5%
365571;MAIL;Samedi;Après-midi;Aucune
420983;MAIL;Samedi;Après-midi;Aucune
552213;MAIL;Samedi;Après-midi;10euros
396166;MAIL;Mercredi;Après-midi;Aucune
433808;MAIL;Samedi;Après-midi;10euros
411313;MAIL;Samedi;Après-midi;5%
301804;MAIL;Samedi;Après-midi;10%
463681;MAIL;Samedi;Après-midi;5%
653594;MAIL;Samedi;Après-midi;10%
353423;MAIL;Samedi;Après-midi;Aucune
589162;MAIL;Samedi;Après-midi;5%
562209;MAIL;Samedi;Après-midi;Aucune
396118;MAIL;Samedi;Après-midi;Aucune
607071;MAIL;Mercredi;Après-midi;10%
383824;MAIL;Samedi;Après-midi;Aucune
651851;MAIL;Samedi;Après-midi;5%
476361;MAIL;Mercredi;Midi;Aucune
629283;MAIL;Samedi;Après-midi;10euros
143925;MAIL;Samedi;Après-midi;5%
576128;MAIL;Mercredi;Matin;5%
417788;MAIL;Mercredi;Midi;5%
473913;MAIL;Samedi;Après-midi;10%
472420;MAIL;Samedi;Après-midi;10euros
488650;MAIL;Samedi;Après-midi;10%
473991;MAIL;Mercredi;Après-midi;5%
482351;MAIL;Samedi;Après-midi;5%
447324;MAIL;Mercredi;Matin;10euros
374304;MAIL;Samedi;Après-midi;5%
650879;MAIL;Samedi;Après-midi;Aucune
302895;MAIL;Mercredi;Matin;5%
511664;MAIL;Samedi;Après-midi;5%
4926;MAIL;Samedi;Après-midi;Aucune
499168;MAIL;Samedi;Après-midi;Aucune
644853;MAIL;Mercredi;Après-midi;10euros
534433;MAIL;Mercredi;Matin;5%
390091;MAIL;Mercredi;Matin;Aucune
614966;MAIL;Mercredi;Après-midi;10%
596350;MAIL;Samedi;Après-midi;5%
401327;MAIL;Mercredi;Matin;Aucune
340618;MAIL;Samedi;Après-midi;10%
392401;MAIL;Mercredi;Matin;10%
513166;MAIL;Samedi;Après-midi;5%
385582;MAIL;Mercredi;Après-midi;5%
659627;MAIL;Mercredi;Midi;Aucune
600708;MAIL;Samedi;Après-midi;10%
517339;MAIL;Mercredi;Après-midi;10euros
439942;MAIL;Samedi;Après-midi;Aucune
428173;MAIL;Mercredi;Midi;Aucune
409381;MAIL;Samedi;Après-midi;5%
646753;MAIL;Samedi;Après-midi;10%
412891;MAIL;Samedi;Après-midi;Aucune
649536;MAIL;Mercredi;Après-midi;5%
446539;MAIL;Mercredi;Après-midi;10%
508981;MAIL;Mercredi;Après-midi;5%
610975;MAIL;Samedi;Après-midi;5%
372275;MAIL;Samedi;Après-midi;10%
454643;MAIL;Samedi;Après-midi;5%
476685;MAIL;Samedi;Après-midi;Aucune
624396;MAIL;Samedi;Après-midi;Aucune
109168;MAIL;Samedi;Après-midi;5%
646551;MAIL;Samedi;Après-midi;Aucune
615214;MAIL;Mercredi;Midi;5%
566533;MAIL;Samedi;Après-midi;Aucune
488649;MAIL;Samedi;Après-midi;5%
369822;MAIL;Samedi;Après-midi;Aucune
457717;MAIL;Mercredi;Matin;10euros
526238;MAIL;Mercredi;Après-midi;Aucune
600123;MAIL;Mercredi;Midi;5%
614536;MAIL;Samedi;Après-midi;5%
94780;MAIL;Samedi;Après-midi;10euros
342085;MAIL;Samedi;Après-midi;Aucune
622207;MAIL;Samedi;Après-midi;5%
496845;MAIL;Samedi;Après-midi;10euros
511108;MAIL;Samedi;Après-midi;Aucune
509022;MAIL;Mercredi;Matin;5%
536611;MAIL;Mercredi;Matin;Aucune
493443;MAIL;Samedi;Après-midi;Aucune
580930;MAIL;Samedi;Après-midi;Aucune
405362;MAIL;Mercredi;Midi;Aucune
473890;MAIL;Mercredi;Midi;5%
332854;MAIL;Samedi;Après-midi;Aucune
515787;MAIL;Samedi;Après-midi;10euros
500848;MAIL;Samedi;Après-midi;5%
501717;MAIL;Mercredi;Matin;5%
623456;MAIL;Samedi;Après-midi;Aucune
501931;MAIL;Mercredi;Midi;Aucune
634134;MAIL;Samedi;Après-midi;Aucune
614545;MAIL;Mercredi;Matin;10%
335852;MAIL;Mercredi;Midi;5%
382295;MAIL;Samedi;Après-midi;5%
468135;MAIL;Samedi;Après-midi;5%
479446;MAIL;Mercredi;Matin;5%
602501;MAIL;Mercredi;Matin;10%
603050;MAIL;Samedi;Après-midi;10%
486503;MAIL;Mercredi;Midi;10euros
500422;MAIL;Samedi;Après-midi;10euros
630378;MAIL;Samedi;Après-midi;Aucune
603911;MAIL;Mercredi;Midi;10euros
621669;MAIL;Samedi;Après-midi;10%
621917;MAIL;Samedi;Après-midi;Aucune
496840;MAIL;Samedi;Après-midi;5%
602179;MAIL;Samedi;Après-midi;Aucune
562739;MAIL;Samedi;Après-midi;Aucune
500344;MAIL;Mercredi;Midi;10euros
603453;MAIL;Mercredi;Midi;10euros
329956;MAIL;Mercredi;Midi;Aucune
396172;MAIL;Samedi;Après-midi;Aucune
623641;MAIL;Samedi;Après-midi;Aucune
123219;MAIL;Mercredi;Matin;5%
607160;MAIL;Samedi;Après-midi;Aucune
132689;MAIL;Samedi;Après-midi;10%
378508;MAIL;Mercredi;Midi;5%
646886;MAIL;Samedi;Après-midi;Aucune
608369;MAIL;Samedi;Après-midi;Aucune
629465;MAIL;Mercredi;Midi;5%
630680;MAIL;Samedi;Après-midi;Aucune
631962;MAIL;Mercredi;Midi;Aucune
618470;MAIL;Mercredi;Matin;Aucune
449029;MAIL;Samedi;Après-midi;5%
554700;MAIL;Samedi;Après-midi;10euros
374361;MAIL;Samedi;Après-midi;Aucune
383042;MAIL;Samedi;Après-midi;Aucune
403888;MAIL;Samedi;Après-midi;Aucune
492321;MAIL;Mercredi;Midi;10%
441728;MAIL;Samedi;Après-midi;5%
657231;MAIL;Samedi;Après-midi;Aucune
501229;MAIL;Mercredi;Midi;10%
615150;MAIL;Samedi;Après-midi;10%
623360;MAIL;Samedi;Après-midi;10%
438340;MAIL;Samedi;Après-midi;5%
447165;MAIL;Mercredi;Midi;Aucune
471445;MAIL;Samedi;Après-midi;Aucune
618535;MAIL;Samedi;Après-midi;Aucune
373807;MAIL;Samedi;Après-midi;10%
603428;MAIL;Samedi;Après-midi;5%
382312;MAIL;Samedi;Après-midi;5%
401930;MAIL;Samedi;Après-midi;10%
388986;MAIL;Samedi;Après-midi;Aucune
411292;MAIL;Samedi;Après-midi;5%
393635;MAIL;Mercredi;Matin;10%
561205;MAIL;Samedi;Après-midi;Aucune
566762;MAIL;Samedi;Après-midi;Aucune
338898;MAIL;Samedi;Après-midi;5%
384231;MAIL;Samedi;Après-midi;5%
334932;MAIL;Samedi;Après-midi;10euros
361757;MAIL;Samedi;Après-midi;5%
562215;MAIL;Mercredi;Matin;Aucune
400188;MAIL;Samedi;Après-midi;Aucune
417924;MAIL;Samedi;Après-midi;10euros
390582;MAIL;Samedi;Après-midi;Aucune
471407;MAIL;Samedi;Après-midi;10%
490555;MAIL;Mercredi;Midi;5%
598325;MAIL;Mercredi;Matin;Aucune
347133;MAIL;Samedi;Après-midi;Aucune
336571;MAIL;Samedi;Après-midi;Aucune
422567;MAIL;Samedi;Après-midi;Aucune
70101;MAIL;Samedi;Après-midi;10%
490572;MAIL;Samedi;Après-midi;5%
135171;MAIL;Samedi;Après-midi;10euros
655197;MAIL;Samedi;Après-midi;5%
75812;MAIL;Samedi;Après-midi;10euros
75348;MAIL;Mercredi;Matin;Aucune
490607;MAIL;Samedi;Après-midi;Aucune
495707;MAIL;Samedi;Après-midi;5%
320809;MAIL;Samedi;Après-midi;10%
489667;MAIL;Samedi;Après-midi;10%
341818;MAIL;Samedi;Après-midi;5%
604721;MAIL;Samedi;Après-midi;5%
14523;MAIL;Mercredi;Midi;5%
617573;MAIL;Mercredi;Midi;Aucune
47859;MAIL;Samedi;Après-midi;5%
438659;MAIL;Samedi;Après-midi;10euros
316424;MAIL;Samedi;Après-midi;10%
332867;MAIL;Mercredi;Midi;10%
376903;MAIL;Samedi;Après-midi;5%
656294;MAIL;Samedi;Après-midi;Aucune
328429;MAIL;Samedi;Après-midi;Aucune
541327;MAIL;Mercredi;Matin;Aucune
551633;MAIL;Mercredi;Matin;10euros
164116;MAIL;Samedi;Après-midi;Aucune
581289;MAIL;Samedi;Après-midi;10%
336702;MAIL;Samedi;Après-midi;10euros
488331;MAIL;Samedi;Après-midi;5%
471438;MAIL;Samedi;Après-midi;10%
346310;MAIL;Samedi;Après-midi;10%
338888;MAIL;Samedi;Après-midi;Aucune
434182;MAIL;Mercredi;Midi;10euros
448222;MAIL;Samedi;Après-midi;5%
498588;MAIL;Mercredi;Midi;10%
378481;MAIL;Mercredi;Matin;10%
468546;MAIL;Samedi;Après-midi;10%
436381;MAIL;Mercredi;Matin;Aucune
443273;MAIL;Samedi;Après-midi;10%
66064;MAIL;Samedi;Après-midi;Aucune
628033;MAIL;Samedi;Après-midi;Aucune
340489;MAIL;Mercredi;Midi;5%
608617;MAIL;Samedi;Après-midi;Aucune
534302;MAIL;Mercredi;Midi;5%
488665;MAIL;Samedi;Après-midi;Aucune
402206;MAIL;Samedi;Après-midi;Aucune
78332;MAIL;Samedi;Après-midi;10%
346205;MAIL;Samedi;Après-midi;10euros
423120;MAIL;Mercredi;Matin;10euros
160673;MAIL;Samedi;Après-midi;Aucune
500360;MAIL;Samedi;Après-midi;5%
387013;MAIL;Samedi;Après-midi;Aucune
419242;MAIL;Mercredi;Midi;5%
355265;MAIL;Samedi;Après-midi;5%
363884;MAIL;Samedi;Après-midi;5%
631966;MAIL;Samedi;Après-midi;Aucune
128840;MAIL;Mercredi;Midi;5%
379402;MAIL;Samedi;Après-midi;10euros
152604;MAIL;Mercredi;Midi;Aucune
272900;MAIL;Mercredi;Midi;10%
504877;MAIL;Samedi;Après-midi;Aucune
375970;MAIL;Mercredi;Midi;5%
513998;MAIL;Samedi;Après-midi;Aucune
499155;MAIL;Mercredi;Matin;5%
486134;MAIL;Samedi;Après-midi;Aucune
311905;MAIL;Samedi;Après-midi;10%
634132;MAIL;Samedi;Après-midi;Aucune
326184;MAIL;Samedi;Après-midi;10euros
602656;MAIL;Mercredi;Midi;5%
16937;MAIL;Mercredi;Midi;5%
416152;MAIL;Samedi;Après-midi;5%
308033;MAIL;Samedi;Après-midi;Aucune
396123;MAIL;Mercredi;Midi;Aucune
457643;MAIL;Samedi;Après-midi;10%
385679;MAIL;Samedi;Après-midi;Aucune
152210;MAIL;Mercredi;Midi;Aucune
311998;MAIL;Samedi;Après-midi;10%
617656;MAIL;Mercredi;Midi;5%
505437;MAIL;Samedi;Après-midi;10%
382421;MAIL;Mercredi;Midi;10%
390734;MAIL;Samedi;Après-midi;5%
403141;MAIL;Samedi;Après-midi;10euros
482571;MAIL;Samedi;Après-midi;5%
419262;MAIL;Samedi;Après-midi;5%
109033;MAIL;Samedi;Après-midi;Aucune
443932;MAIL;Mercredi;Matin;10%
463778;MAIL;Samedi;Après-midi;Aucune
476362;MAIL;Mercredi;Matin;10euros
65863;MAIL;Mercredi;Midi;Aucune
500207;MAIL;Samedi;Après-midi;Aucune
404746;MAIL;Samedi;Après-midi;5%
376100;MAIL;Mercredi;Midi;5%
490420;MAIL;Samedi;Après-midi;5%
377600;MAIL;Samedi;Après-midi;Aucune
176678;MAIL;Mercredi;Midi;Aucune
623448;MAIL;Samedi;Après-midi;10euros
419270;MAIL;Samedi;Après-midi;10%
338990;MAIL;Samedi;Après-midi;Aucune
382444;MAIL;Samedi;Après-midi;Aucune
401928;MAIL;Mercredi;Midi;Aucune
348097;MAIL;Samedi;Après-midi;5%
390738;MAIL;Mercredi;Midi;Aucune
463751;MAIL;Samedi;Après-midi;5%
472411;MAIL;Samedi;Après-midi;10%
110337;MAIL;Mercredi;Après-midi;10%
59323;MAIL;Samedi;Matin;10%
348955;MAIL;Samedi;Matin;5%
380151;MAIL;Mercredi;Après-midi;10%
399635;MAIL;Mercredi;Midi;10euros
657881;MAIL;Mercredi;Midi;5%
362847;MAIL;Samedi;Midi;Aucune
614663;MAIL;Mercredi;Midi;10%
389392;MAIL;Samedi;Midi;Aucune
440702;MAIL;Samedi;Midi;5%
5806;MAIL;Mercredi;Matin;5%
457572;MAIL;Samedi;Midi;5%
385677;MAIL;Mercredi;Matin;5%
473147;MAIL;Samedi;Après-midi;Aucune
445572;MAIL;Mercredi;Matin;5%
66172;MAIL;Mercredi;Matin;10%
442814;MAIL;Mercredi;Matin;Aucune
479458;MAIL;Samedi;Matin;5%
119275;MAIL;Samedi;Matin;5%
389061;MAIL;Samedi;Matin;10euros
648119;MAIL;Samedi;Après-midi;5%
365216;MAIL;Mercredi;Matin;5%
474539;MAIL;Mercredi;Après-midi;5%
36483;MAIL;Samedi;Midi;Aucune
573432;MAIL;Samedi;Après-midi;Aucune
165835;MAIL;Mercredi;Matin;Aucune
645354;MAIL;Samedi;Après-midi;5%
467979;MAIL;Samedi;Après-midi;5%
559987;MAIL;Mercredi;Matin;10%
622813;MAIL;Mercredi;Matin;10%
380105;MAIL;Samedi;Après-midi;Aucune
338947;MAIL;Mercredi;Midi;5%
31781;MAIL;Samedi;Après-midi;Aucune
472542;MAIL;Samedi;Après-midi;10%
656521;MAIL;Samedi;Après-midi;5%
131639;MAIL;Samedi;Après-midi;10%
436035;MAIL;Samedi;Après-midi;10%
627500;MAIL;Samedi;Après-midi;5%
628580;MAIL;Samedi;Après-midi;Aucune
420827;MAIL;Samedi;Après-midi;5%
488933;MAIL;Samedi;Après-midi;Aucune
621914;MAIL;Samedi;Après-midi;10%
629225;MAIL;Samedi;Après-midi;10%
479817;MAIL;Samedi;Après-midi;10euros
485866;MAIL;Samedi;Après-midi;Aucune
604732;MAIL;Mercredi;Midi;5%
482036;MAIL;Samedi;Après-midi;Aucune
434041;MAIL;Mercredi;Matin;10%
628398;MAIL;Mercredi;Matin;Aucune
510235;MAIL;Samedi;Après-midi;5%
45175;MAIL;Mercredi;Matin;5%
9680;MAIL;Samedi;Après-midi;Aucune
363671;MAIL;Vendredi;Midi;5%
90018;MAIL;Samedi;Après-midi;Aucune
327766;MAIL;Samedi;Midi;Aucune
600087;MAIL;Mercredi;Après-midi;Aucune
488823;MAIL;Vendredi;Midi;Aucune
545719;MAIL;Samedi;Midi;Aucune
473512;MAIL;Lundi;Midi;10%
615007;MAIL;Mercredi;Midi;Aucune
385565;MAIL;Mercredi;Midi;10euros
77637;MAIL;Mercredi;Midi;Aucune
489461;MAIL;Mercredi;Midi;10%
393907;MAIL;Vendredi;Midi;Aucune
513163;MAIL;Mercredi;Midi;Aucune
395336;MAIL;Mercredi;Matin;Aucune
415079;MAIL;Mercredi;Midi;Aucune
375001;MAIL;Mercredi;Matin;10euros
385675;MAIL;Mercredi;Midi;Aucune
482345;MAIL;Lundi;Midi;5%
380146;MAIL;Lundi;Midi;10%
629651;MAIL;Mercredi;Matin;Aucune
608705;MAIL;Samedi;Après-midi;10%
537936;MAIL;Samedi;Après-midi;Aucune
132204;MAIL;Samedi;Après-midi;5%
597271;MAIL;Mercredi;Midi;Aucune
336775;MAIL;Samedi;Après-midi;5%
185200;MAIL;Mercredi;Midi;10%
183676;MAIL;Mercredi;Matin;5%
91255;MAIL;Mercredi;Matin;Aucune
482586;MAIL;Samedi;Après-midi;Aucune
486310;MAIL;Samedi;Après-midi;5%
423958;MAIL;Samedi;Après-midi;10%
456972;MAIL;Samedi;Après-midi;10euros
426284;MAIL;Samedi;Après-midi;Aucune
145435;MAIL;Samedi;Après-midi;Aucune
517579;MAIL;Mercredi;Midi;5%
491008;MAIL;Samedi;Après-midi;Aucune
347070;MAIL;Samedi;Après-midi;5%
394736;MAIL;Samedi;Après-midi;5%
398417;MAIL;Samedi;Après-midi;10euros
8284;MAIL;Samedi;Après-midi;5%
536420;MAIL;Samedi;Après-midi;5%
375089;MAIL;Mercredi;Matin;5%
460884;MAIL;Samedi;Après-midi;5%
417954;MAIL;Samedi;Après-midi;10%
397394;MAIL;Samedi;Après-midi;Aucune
327740;MAIL;Mercredi;Midi;10%
87691;MAIL;Samedi;Après-midi;10%
471457;MAIL;Samedi;Après-midi;5%
390775;MAIL;Samedi;Après-midi;5%
485826;MAIL;Samedi;Après-midi;Aucune
619494;MAIL;Samedi;Après-midi;5%
224867;MAIL;Mercredi;Midi;5%
475320;MAIL;Samedi;Après-midi;5%
363668;MAIL;Mercredi;Midi;5%
375994;MAIL;Samedi;Après-midi;Aucune
31878;MAIL;Samedi;Après-midi;10%
442786;MAIL;Samedi;Après-midi;Aucune
628707;MAIL;Samedi;Après-midi;Aucune
493708;MAIL;Mercredi;Matin;Aucune
628001;MAIL;Samedi;Après-midi;Aucune
502645;MAIL;Samedi;Après-midi;5%
487903;MAIL;Samedi;Après-midi;5%
334450;MAIL;Samedi;Après-midi;Aucune
15382;MAIL;Samedi;Après-midi;10%
482528;MAIL;Samedi;Après-midi;Aucune
632098;MAIL;Samedi;Après-midi;Aucune
379403;MAIL;Mercredi;Matin;Aucune
608338;MAIL;Samedi;Après-midi;10%
607134;MAIL;Samedi;Après-midi;5%
490575;MAIL;Samedi;Après-midi;5%
133605;MAIL;Samedi;Après-midi;5%
405211;MAIL;Mercredi;Midi;Aucune
465199;MAIL;Samedi;Après-midi;Aucune
465257;MAIL;Samedi;Après-midi;Aucune
471396;MAIL;Samedi;Après-midi;10euros
476348;MAIL;Mercredi;Midi;Aucune
54053;MAIL;Samedi;Après-midi;Aucune
148505;MAIL;Mercredi;Midi;Aucune
620324;MAIL;Samedi;Après-midi;10%
631674;MAIL;Samedi;Après-midi;5%
294012;MAIL;Samedi;Après-midi;Aucune
473971;MAIL;Samedi;Après-midi;Aucune
631760;MAIL;Mercredi;Midi;10%
363802;MAIL;Mercredi;Midi;10%
603343;MAIL;Mercredi;Midi;10euros
631288;MAIL;Mercredi;Midi;5%
487881;MAIL;Mercredi;Matin;10%
645756;MAIL;Mercredi;Matin;5%
380017;MAIL;Mercredi;Après-midi;10%
32712;MAIL;Mercredi;Midi;Aucune
396735;MAIL;Samedi;Après-midi;Aucune
488681;MAIL;Mercredi;Midi;10%
310664;MAIL;Mercredi;Matin;10%
491297;MAIL;Mercredi;Matin;5%
480271;MAIL;Samedi;Après-midi;10euros
459339;MAIL;Samedi;Après-midi;5%
479033;MAIL;Mercredi;Midi;Aucune
489035;MAIL;Samedi;Après-midi;10%
75984;MAIL;Mercredi;Après-midi;Aucune
385584;MAIL;Samedi;Après-midi;Aucune
114737;MAIL;Samedi;Après-midi;5%
486825;MAIL;Mercredi;Après-midi;5%
310684;MAIL;Mercredi;Midi;Aucune
489666;MAIL;Samedi;Après-midi;5%
613472;MAIL;Samedi;Après-midi;Aucune
422002;MAIL;Mercredi;Après-midi;10%
631315;MAIL;Samedi;Après-midi;Aucune
646173;MAIL;Mercredi;Matin;10%
649559;MAIL;Samedi;Après-midi;Aucune
656297;MAIL;Samedi;Après-midi;10%
487516;MAIL;Samedi;Après-midi;5%
480422;MAIL;Mercredi;Après-midi;10%
482538;MAIL;Mercredi;Après-midi;Aucune
326435;MAIL;Samedi;Après-midi;Aucune
485375;MAIL;Samedi;Après-midi;Aucune
487260;MAIL;Samedi;Après-midi;10euros
605099;MAIL;Samedi;Après-midi;Aucune
580967;MAIL;Samedi;Après-midi;5%
367613;MAIL;Samedi;Après-midi;5%
498388;MAIL;Samedi;Après-midi;10euros
488609;MAIL;Samedi;Après-midi;5%
52279;MAIL;Samedi;Après-midi;Aucune
615107;MAIL;Samedi;Après-midi;Aucune
463709;MAIL;Samedi;Après-midi;5%
372252;MAIL;Samedi;Après-midi;10%
310701;MAIL;Samedi;Après-midi;Aucune
140513;MAIL;Samedi;Après-midi;Aucune
127986;MAIL;Samedi;Après-midi;5%
554737;MAIL;Samedi;Après-midi;5%
495566;MAIL;Samedi;Après-midi;5%
602752;MAIL;Mercredi;Midi;5%
631464;MAIL;Mercredi;Midi;Aucune
548212;MAIL;Mercredi;Midi;10%
401277;MAIL;Samedi;Après-midi;10euros
497861;MAIL;Samedi;Après-midi;10%
490547;MAIL;Samedi;Après-midi;Aucune
495557;MAIL;Samedi;Après-midi;5%
486055;MAIL;Samedi;Après-midi;10euros
629674;MAIL;Mercredi;Midi;Aucune
575831;MAIL;Samedi;Après-midi;10%
506163;MAIL;Samedi;Après-midi;5%
648245;MAIL;Samedi;Après-midi;5%
432232;MAIL;Samedi;Après-midi;5%
631793;MAIL;Samedi;Après-midi;5%
578149;MAIL;Samedi;Après-midi;Aucune
411322;MAIL;Samedi;Après-midi;5%
487519;MAIL;Samedi;Après-midi;5%
69707;MAIL;Samedi;Après-midi;10euros
604565;MAIL;Mercredi;Midi;5%
494952;MAIL;Samedi;Après-midi;5%
498387;MAIL;Mercredi;Midi;Aucune
608345;MAIL;Samedi;Après-midi;10%
496826;MAIL;Samedi;Après-midi;Aucune
511109;MAIL;Mercredi;Midi;10%
500846;MAIL;Mercredi;Matin;Aucune
480136;MAIL;Mercredi;Matin;5%
480033;MAIL;Mercredi;Midi;5%
603156;MAIL;Mercredi;Midi;5%
103126;MAIL;Samedi;Après-midi;5%
626920;MAIL;Samedi;Après-midi;10%
646767;MAIL;Mercredi;Midi;5%
627514;MAIL;Samedi;Après-midi;5%
485399;MAIL;Mercredi;Midi;10%
466676;MAIL;Mercredi;Midi;5%
391063;MAIL;Samedi;Après-midi;Aucune
451495;MAIL;Mercredi;Midi;5%
597394;MAIL;Samedi;Après-midi;Aucune
478409;MAIL;Mercredi;Midi;Aucune
501417;MAIL;Samedi;Après-midi;10euros
480089;MAIL;Samedi;Après-midi;5%
71534;MAIL;Mercredi;Midi;Aucune
620828;MAIL;Samedi;Après-midi;Aucune
326030;MAIL;Samedi;Après-midi;Aucune
474537;MAIL;Mercredi;Midi;10euros
432615;MAIL;Samedi;Après-midi;Aucune
170515;MAIL;Samedi;Après-midi;Aucune
602429;MAIL;Mercredi;Matin;5%
494946;MAIL;Samedi;Après-midi;10%
607126;MAIL;Mercredi;Matin;Aucune
654211;MAIL;Samedi;Après-midi;Aucune
500109;MAIL;Samedi;Après-midi;5%
414407;MAIL;Mercredi;Midi;5%
471448;MAIL;Samedi;Après-midi;5%
472995;MAIL;Samedi;Après-midi;10%
495553;MAIL;Mercredi;Matin;5%
338958;MAIL;Mercredi;Matin;10%
491258;MAIL;Samedi;Après-midi;Aucune
604563;MAIL;Samedi;Après-midi;Aucune
490647;MAIL;Mercredi;Midi;10%
486481;MAIL;Samedi;Après-midi;10euros
347055;MAIL;Samedi;Après-midi;10euros
465080;MAIL;Samedi;Après-midi;10euros
482031;MAIL;Samedi;Après-midi;10%
14511;MAIL;Samedi;Après-midi;Aucune
490230;MAIL;Samedi;Après-midi;Aucune
11351;MAIL;Mercredi;Matin;Aucune
552515;MAIL;Samedi;Après-midi;10%
603185;MAIL;Samedi;Après-midi;10%
576744;MAIL;Mercredi;Midi;Aucune
489154;MAIL;Samedi;Après-midi;10euros
350437;MAIL;Samedi;Après-midi;10%
417910;MAIL;Mercredi;Matin;10%
348004;MAIL;Samedi;Après-midi;5%
399877;MAIL;Samedi;Après-midi;10%
367493;MAIL;Mercredi;Matin;Aucune
617655;MAIL;Samedi;Après-midi;5%
133735;MAIL;Mercredi;Matin;10euros
602711;MAIL;Samedi;Après-midi;10euros
614803;MAIL;Mercredi;Midi;Aucune
608668;MAIL;Samedi;Après-midi;10%
500866;MAIL;Samedi;Après-midi;5%
368732;MAIL;Samedi;Après-midi;5%
606047;MAIL;Samedi;Après-midi;10euros
156515;MAIL;Samedi;Après-midi;Aucune
490630;MAIL;Mercredi;Matin;Aucune
490241;MAIL;Samedi;Après-midi;Aucune
494917;MAIL;Samedi;Après-midi;Aucune
126790;MAIL;Samedi;Après-midi;Aucune
489659;MAIL;Samedi;Après-midi;5%
603133;MAIL;Samedi;Après-midi;Aucune
471392;MAIL;Samedi;Après-midi;5%
487262;MAIL;Mercredi;Midi;5%
487732;MAIL;Mercredi;Matin;Aucune
488864;MAIL;Samedi;Après-midi;10%
500536;MAIL;Samedi;Après-midi;Aucune
581401;MAIL;Samedi;Après-midi;Aucune
603026;MAIL;Mercredi;Matin;Aucune
631273;MAIL;Mercredi;Matin;Aucune
644840;MAIL;Samedi;Après-midi;Aucune
616830;MAIL;Mercredi;Midi;5%
608379;MAIL;Samedi;Après-midi;5%
463845;MAIL;Samedi;Après-midi;10%
401959;MAIL;Mercredi;Midi;Aucune
555715;MAIL;Samedi;Après-midi;10%
608384;MAIL;Samedi;Après-midi;5%
497865;MAIL;Mercredi;Matin;5%
645779;MAIL;Samedi;Après-midi;10%
646148;MAIL;Samedi;Après-midi;Aucune
417800;MAIL;Samedi;Après-midi;Aucune
631470;MAIL;Samedi;Après-midi;Aucune
469287;MAIL;Samedi;Après-midi;Aucune
416444;MAIL;Samedi;Après-midi;5%
489626;MAIL;Mercredi;Midi;Aucune
390648;MAIL;Mercredi;Matin;Aucune
360045;MAIL;Mercredi;Matin;10%
418892;MAIL;Mercredi;Midi;Aucune
438673;MAIL;Mercredi;Midi;10%
624758;MAIL;Mercredi;Midi;10%
335724;MAIL;Samedi;Après-midi;Aucune
630956;MAIL;Mercredi;Midi;5%
602674;MAIL;Mercredi;Midi;Aucune
654615;MAIL;Mercredi;Matin;Aucune
632094;MAIL;Mercredi;Midi;5%
625438;MAIL;Mercredi;Matin;5%
630926;MAIL;Samedi;Après-midi;10%
488836;MAIL;Mercredi;Midi;10euros
463740;MAIL;Samedi;Après-midi;Aucune
460062;MAIL;Samedi;Après-midi;Aucune
479049;MAIL;Samedi;Après-midi;10%
496123;MAIL;Mercredi;Matin;5%
438977;MAIL;Mercredi;Midi;Aucune
629268;MAIL;Samedi;Après-midi;5%
658984;MAIL;Mercredi;Matin;10%
602495;MAIL;Samedi;Après-midi;Aucune
348076;MAIL;Mercredi;Matin;10%
602733;MAIL;Mercredi;Midi;5%
646162;MAIL;Samedi;Après-midi;10%
148359;MAIL;Mercredi;Midi;5%
505536;MAIL;Mercredi;Midi;10euros
500864;MAIL;Samedi;Après-midi;Aucune
480339;MAIL;Mercredi;Midi;5%
500054;MAIL;Samedi;Après-midi;10%
634129;MAIL;Samedi;Après-midi;5%
